importação;transformar para polígono?;comunidade associada;name;description;folder;type;geometry;
;;;;1º IGREJA BATISTA DE MOÇA BONITA;PCU  RJ - jul 2010;point;[u'-43.44500594921293,-22.87284314231302,0'];
;;;;IGREJA ASSEMBLÉIA DE DEUS;PCU  RJ - jul 2010;point;[u'-43.43958168766971,-22.87260232123676,0'];
;;;;Igreja Católica Padre Paulo;PCU  RJ - jul 2010;point;[u'-43.44871354010837,-22.87591798754465,0'];
;;;Area de abrangência do GAl  SAF - FAZ;Area de abrangência do GAl  SAF - FAZ;PCU  RJ - jul 2010;polys;[u'-43.446335,-22.874634,0', u'-43.449554,-22.869888,0', u'-43.450626,-22.868307,0', u'-43.451958,-22.863482,0', u'-43.450714,-22.861584,0', u'-43.436253,-22.864195,0', u'-43.435223,-22.866606,0', u'-43.436337,-22.867002,0', u'-43.435738,-22.869019,0', u'-43.436378,-22.875544,0', u'-43.446335,-22.874634,0'];
;;;;;;;;
;;;E.M. Firmo Costa;primeira escola fundada na comunidade e da o ensino basico de primeira a quarta série;PCU  RJ - jul 2010;point;[u'-43.45672345773347,-22.86591096830492,0'];
;;;E.M. Ubaldo de Oliveira;;PCU  RJ - jul 2010;point;[u'-43.46252982445937,-22.86842833902129,0'];
;;;C. E. Monsenhor Miguel de Santa Maria Monchon;;PCU  RJ - jul 2010;point;[u'-43.45644832053004,-22.86714877265569,0'];
;;;Creche Vila União da Paz;"A creche veio soma com a comunidae e ajudou muitos devido a demanda de pais solicitando uma creche na comunidade .
 Foi construida em 2003 no programa favela bairrinho parceria com a prefeitura e a união europeia";PCU  RJ - jul 2010;point;[u'-43.45743208660701,-22.86374236564446,0'];
;;;Creche M. Recanto Feliz;;PCU  RJ - jul 2010;point;[u'-43.4595079753228,-22.86868620222991,0'];
;;;CIEP Poeta Cruz e Souza;;PCU  RJ - jul 2010;point;[u'-43.45905932582162,-22.86919642818865,0'];
;;;E.M. José Piquet Carneiro;EXISTE UM PROJETO ESCOLA ABERTA QUE BENEFICIA TODA A COMUNIDADE.;PCU  RJ - jul 2010;point;[u'-43.45522493526794,-22.86297630528551,0'];
;;;P. S. Guilherme da Silveira Filho;;PCU  RJ - jul 2010;point;[u'-43.4570798541092,-22.87050165710773,0'];
;;;Ass. Mor. Vila São Bento;"A Comunidade São Bento foi criada no ano de 1978 por um grupo de moradores que ocuparam de forma intensa e foram dividindo em lotes entre os próprios familiares. 
Este terreno era um grande laranjal e canavial, não havia água , esgoto e nem iluminação. Nesta comunidade só havia a escola Municipal Professor Firmo Costa e no ano de 1979 um grupo de moradores locais se organizaram e fundaram a Associação de Moradores de vila São Bento com objetivo de reivindicar junto ao Governos as melhorias de saneamento ,e as demandas sociais ali existentes para a comunidade .

A  Associação de Moradores Vila São Bento  desenvolve  trabalho político social junto a comunidade local e adjacências  de forma constante com reivindicações junto aos governos a respeito da inbfra-estrutura da comunidade solicitando projetos sociais e esportivos visando a inclusão social e resgatando a cidadania. Atualmente encontra-se sob direção do amigo família da comunidade  Srº Carlos Bessa.
Também mencionamos aqui  o trabalho que vem desenvolvendo através de  parcerias com as instituições locais  e no entorno da comunidade.
Realizam-se também as emissões de declaração de residência e apoio constante aos moradores inclusive na questão da assistência social de forma real.";PCU  RJ - jul 2010;point;[u'-43.45874831268104,-22.86518615344306,0'];
;;;Ass.  Mor. Vila União da Paz;;PCU  RJ - jul 2010;point;[u'-43.45790636697034,-22.86299076310276,0'];
;;;Instituto Larte de Reciclar;trabalho social em funçao da restruturaçao dos jovens da comunidade e tambem aplica projetos de esportes e principalmente projetos de artesanato com materiais reciclados;PCU  RJ - jul 2010;point;[u'-43.45530472908169,-22.8644780498781,0'];
;;;Ass. de Mor. Porta do Céu;;PCU  RJ - jul 2010;point;[u'-43.46179256683604,-22.86706637276742,0'];
;;;CRAS São Bento;"Centro de referencia de assistencia social
Foi construido no programa favela bairrinho";PCU  RJ - jul 2010;point;[u'-43.45984089870246,-22.8656689503975,0'];
;;;Estação de tratamento de esgoto;OBS; FOI CONSTRUIDO E NUMCA FUNCIONOU E ESTA ABANDONADO . SO FOI FEITO PARA OCUPAR ESPAÇAO.;PCU  RJ - jul 2010;point;[u'-43.45690375772478,-22.86574691017394,0']
;;;;LAN HOUSE - JBS;PCU  RJ - jul 2010;point;[u'-43.45938204158482,-22.86546304698254,0'];
;;;Vila Olímpica Mestre André;"Vila Olímpica Mestre André
Por meio da  Secretaria Municipal de Esportes e Lazer a  Vila Olímpica Mestre André atende um universo de 2180 alunos e seus respectivos familiares, pessoas com deficiência por meio do esporte fisíco adaptado(EFApor meio de diversas modalidades esportivas dentre elas  podemos  mencionar: futebol, vôlei, judô, natação e natação familiar, futsal,hidroginástica,dança, etc. Importante  destacarmos que este projeto também e conveniado por meio de uma parceria junto a Secretaria Municipal de Educação";PCU  RJ - jul 2010;point;[u'-43.44758840154439,-22.87001169875061,0'];
;;;;"PRAÇA DA VIDEIRA
POUCO UTILIZADA POR FALTA DE INFRA INSTRUTURA";PCU  RJ - jul 2010;point;[u'-43.46018506834147,-22.865444205712,0'];
;;;;PRAÇA ABANDONADA;PCU  RJ - jul 2010;point;[u'-43.46014419398961,-22.86608398054259,0'];
;;;;TERRENO DA PREFEITURA ABANDONADO;PCU  RJ - jul 2010;point;[u'-43.46037729674586,-22.86614907406963,0'];
;;;;"ESQUELETO DE UM PREDIO
ABANDONADO HÁ MUITAS DECADAS SERVE DE ABRIGO A MENDIGOS E SERVE COMO UM ESPAR PARA USUARIOS  DE DROGAS .";PCU  RJ - jul 2010;point;[u'-43.45685943333586,-22.86885290059362,0'];
;;;;"bar  P&S
bar com grandemovimento na area.";PCU  RJ - jul 2010;point;[u'-43.4570336637449,-22.86531833608144,0'];
;;;;Padaria;PCU  RJ - jul 2010;point;[u'-43.45690724635636,-22.86476943752338,0'];
;;;;Mercearia do seu Luiz (tisourinha);PCU  RJ - jul 2010;point;[u'-43.45672111161166,-22.86551407898211,0'];
;;;;Padaria  Sua casa;PCU  RJ - jul 2010;point;[u'-43.45613650965982,-22.86703832724288,0'];
;;;;Mercearia do Edson;PCU  RJ - jul 2010;point;[u'-43.45926314450626,-22.86526403766468,0'];
;;;;"Bar da Fatima
tambem com grande movimento no local";PCU  RJ - jul 2010;point;[u'-43.45705539578545,-22.86516554806044,0'];
;;;;SALÃO DE BELEZA;PCU  RJ - jul 2010;point;[u'-43.45839094456627,-22.86517769080635,0'];
;;;;BAR DA QUERIDA;PCU  RJ - jul 2010;point;[u'-43.45816297641323,-22.8654269348606,0'];
;;;;BAR E SALÃO DE FESTAS OPÇÃO;PCU  RJ - jul 2010;point;[u'-43.45730996823676,-22.86432565860097,0'];
;;;;PADARIA;PCU  RJ - jul 2010;point;[u'-43.45560310853669,-22.8665249123294,0'];
;;;;PADARIA;PCU  RJ - jul 2010;point;[u'-43.45572370597466,-22.86463452764036,0'];
;;;;PADARIA;PCU  RJ - jul 2010;point;[u'-43.46266605680324,-22.86717272308557,0'];
;;;;AVIARIO;PCU  RJ - jul 2010;point;[u'-43.45609548139319,-22.86698378981983,0'];
;;;;AÇOUGUE DA VIDEIRA;PCU  RJ - jul 2010;point;[u'-43.4555026600901,-22.86654862601334,0'];
;;;;BAR DO ARMANDO;PCU  RJ - jul 2010;point;[u'-43.45603277309456,-22.86695810903728,0'];
;;;;SALÃO DE BELEZA;PCU  RJ - jul 2010;point;[u'-43.45515828307942,-22.8662500332354,0'];
;;;;LOJA DE MATERIAIS DE CONSTRUÇÃO;PCU  RJ - jul 2010;point;[u'-43.45520785910862,-22.86628630509907,0'];
;;;;SACOLÃO DO QUINHO;PCU  RJ - jul 2010;point;[u'-43.45510705305415,-22.86618392182662,0'];
;;;;BAR DO LATÃO;PCU  RJ - jul 2010;point;[u'-43.45540699122282,-22.86651971944716,0'];
;;;;MERCEARIA;PCU  RJ - jul 2010;point;[u'-43.46270287713905,-22.86708240358303,0'];
;;;;Igreja Batista;PCU  RJ - jul 2010;point;[u'-43.45657683317219,-22.86580158873203,0'];
;;;;"ilê axe tahuegi omi    -   rua jacaiol 15-e   tel:  34631849/34630834/97712832  --- babalorixa e numerologo

ilêl axe atuante na area de cultura africana do são bento, ja existe a 16 anos no local.";PCU  RJ - jul 2010;point;[u'-43.45887758998071,-22.8657508563024,0'];
;;;;"igreja Apostólica Romana Cristo Ressucitado
A igreja católica presente na comunidade realiza missas e  também  trabalha com projetos sociais e cursos. Oferece o apoio psicossocial a família e participa de forma atuante junto a campanha de fraternidade por meio da distribuição de cestas básicas e encaminhamentos  para cursos técnicos e profissionalizantes.";PCU  RJ - jul 2010;point;[u'-43.45892668147125,-22.86812570499745,0'];
;;;;Assembleia de Deus;PCU  RJ - jul 2010;point;[u'-43.45713674494733,-22.86641802906158,0'];
;;;;"centro espirita
nome nao identificado / mas sendo de tradições de queto da africa";PCU  RJ - jul 2010;point;[u'-43.45730642190696,-22.86544646451202,0'];
;;;;"Centro espirita lar maria jose
projetos sociais e ajuda com auxilios as familias carentes da comunidade";PCU  RJ - jul 2010;point;[u'-43.4570297703121,-22.86413359302952,0'];
;;;;"centro espirita
Sendo que o nome nao foi identificado mas e africano e de umbanda";PCU  RJ - jul 2010;point;[u'-43.45880189526158,-22.86734022005933,0'];
;;;;Assembleia de Deus- madureira;PCU  RJ - jul 2010;point;[u'-43.45988822543666,-22.86639299523871,0'];
;;;;TEMPLO TESTEMUNHA DE JEOVÁ;PCU  RJ - jul 2010;point;[u'-43.4577649011419,-22.86763004729579,0'];
;;;;MOTO TAXI SAO BENTO;PCU  RJ - jul 2010;point;[u'-43.45686850586473,-22.86543939071846,0'];
;;;;MOTO TAXI RUA P;PCU  RJ - jul 2010;point;[u'-43.45666200523407,-22.86731379571507,0'];
;;;;MOTO TAXI;PCU  RJ - jul 2010;point;[u'-43.45558740871967,-22.86670480942992,0'];
;;;Gal Juventude Feliz;;PCU  RJ - jul 2010;point;[u'-43.18769974391722,-22.79461194452679,0'];
;;;P. S. Madre Tereza Calcutá;;PCU  RJ - jul 2010;point;[u'-43.1857803490602,-22.78670136027814,0'];
;;;Clínica Santa Maria Madalena;;PCU  RJ - jul 2010;point;[u'-43.18984411911379,-22.79803123124307,0'];
;;;Creche Maria Arminda Farabela;;PCU  RJ - jul 2010;point;[u'-43.18626679308058,-22.78622330646576,0'];
;;;Colégio Tauá;;PCU  RJ - jul 2010;point;[u'-43.18872025638415,-22.79789010999936,0'];
;;;Creche Cora Coralina;;PCU  RJ - jul 2010;point;[u'-43.1910311204427,-22.79666290874063,0'];
;;;Centro Cum. Estrelinha do Futuro;;PCU  RJ - jul 2010;point;[u'-43.19021390142948,-22.79656218886077,0'];
;;;Ass. de Moradores;;PCU  RJ - jul 2010;point;[u'-43.18847469067848,-22.79318901601365,0'];
;;;Ass. de Mul. da Praia da Rosa;;PCU  RJ - jul 2010;point;[u'-43.18873790919972,-22.79286598206387,0'];
;;;Cismana;centro de integração social cutural maria nazare;PCU  RJ - jul 2010;point;[u'-43.18898496689246,-22.79316472899787,0'];
;;;Estação de Tratamento;ETIG;PCU  RJ - jul 2010;point;[u'-43.18752749391987,-22.79440206492991,0'];
;;;Estaleiro EISA;;PCU  RJ - jul 2010;point;[u'-43.18792104504379,-22.78539819411853,0'];
;;;Light;;PCU  RJ - jul 2010;point;[u'-43.18953043298974,-22.79678990442721,0'];
;;;Reciclagem;;PCU  RJ - jul 2010;point;[u'-43.18794417469979,-22.79323540853181,0'];
;;;;lan house;PCU  RJ - jul 2010;point;[u'-43.18852294314511,-22.79303076788843,0'];
;;;;ponto de Ônibus;PCU  RJ - jul 2010;point;[u'-43.18859243593513,-22.79246171825966,0'];
;;;;Praça da Rosa;PCU  RJ - jul 2010;point;[u'-43.18824283208931,-22.79329649451159,0'];
;;;;centro espirita;PCU  RJ - jul 2010;point;[u'-43.18850779143003,-22.7928569918057,0'];
;;;;igreja Rosa de Sarom;PCU  RJ - jul 2010;point;[u'-43.18813023887063,-22.79313494454767,0'];
;;;Fábrica de queijo;fabrica de queijo;PCU  RJ - jul 2010;point;[u'-43.18758870709697,-22.79353339036012,0'];
;;;;centro espirita;PCU  RJ - jul 2010;point;[u'-43.19034922714172,-22.79622075997298,0'];
;;;;centro espirita lar de josé;PCU  RJ - jul 2010;point;[u'-43.18617906501813,-22.79482034854871,0'];
;;;;igreja são pedro;PCU  RJ - jul 2010;point;[u'-43.18927326287703,-22.79242982384546,0'];
;;;;praça do rosa;PCU  RJ - jul 2010;point;[u'-43.18916348086051,-22.79214029356433,0'];
;;;;praça isaura torres;PCU  RJ - jul 2010;point;[u'-43.18912711732194,-22.79252046212552,0'];
;;;;praça manoel salles  coutinho;PCU  RJ - jul 2010;point;[u'-43.18901965126683,-22.79296476187536,0'];
;;;;ciclovia Beira Mar;PCU  RJ - jul 2010;point;[u'-43.18920600147881,-22.79289414536966,0'];
;;;;praia;PCU  RJ - jul 2010;point;[u'-43.18971319077404,-22.7928664260715,0'];
;;;GovernadorIate Clube;governador iate clube;PCU  RJ - jul 2010;point;[u'-43.192582207515,-22.79544232054234,0'];
;;;;quadra de esportes euzebio de farias;PCU  RJ - jul 2010;point;[u'-43.18805834970848,-22.79361051675042,0'];
;;;;praça são pedro;PCU  RJ - jul 2010;point;[u'-43.18877663876834,-22.79376587237449,0'];
;;;;praça da valdira;PCU  RJ - jul 2010;point;[u'-43.1885982619605,-22.79444195222227,0'];
;;;Centro Médico Maria Madalena;;PCU  RJ - jul 2010;point;[u'-43.18992100498928,-22.79766318981562,0'];
;;;;rádio rio de janeiro;PCU  RJ - jul 2010;point;[u'-43.19004257488998,-22.79856458867815,0'];
;;;;igreja universal;PCU  RJ - jul 2010;point;[u'-43.18881384727366,-22.79671302346202,0'];
;;;;ponto critico;PCU  RJ - jul 2010;point;[u'-43.18933579264781,-22.79622453706613,0'];
;;;Ass. de Sapucaia;;PCU  RJ - jul 2010;point;[u'-43.18963259914903,-22.7958540521549,0'];
;;;;praça josé moreira;PCU  RJ - jul 2010;point;[u'-43.18900687435112,-22.79337588724665,0'];
;;;TIFEBAL;fabrica de brinquedos TIFEBAL;PCU  RJ - jul 2010;point;[u'-43.18869683194683,-22.79347691115394,0'];
;;;;marli mãe creicheira;PCU  RJ - jul 2010;point;[u'-43.18867534429904,-22.79416283966216,0'];
;;;;vanessa mãe crecheira;PCU  RJ - jul 2010;point;[u'-43.18866313090398,-22.79298499777002,0'];
;;;;praça  do dodo;PCU  RJ - jul 2010;point;[u'-43.18843528297276,-22.79473678501959,0'];
;;;;praça leadro;PCU  RJ - jul 2010;point;[u'-43.18887021010256,-22.79535835869353,0'];
;;;;rosinha de sarom;PCU  RJ - jul 2010;point;[u'-43.18835967787876,-22.79528552211333,0'];
;;;;atelie da masinha;PCU  RJ - jul 2010;point;[u'-43.18891335160129,-22.79309862592423,0'];
;;;;lanchonete isis e rany;PCU  RJ - jul 2010;point;[u'-43.18834792693939,-22.79325930726662,0'];
;;;;lanchonete do manchete;PCU  RJ - jul 2010;point;[u'-43.18853779630574,-22.79299250970103,0'];
;;;;marcenaria do seu zé;PCU  RJ - jul 2010;point;[u'-43.18786291988602,-22.79499180657689,0'];
;;;;bar do orlando;PCU  RJ - jul 2010;point;[u'-43.18891839867351,-22.79539803059437,0'];
;;;;oficina de computador;PCU  RJ - jul 2010;point;[u'-43.18788444711384,-22.79487579395902,0'];
;;;;lanchonete do tibibio;PCU  RJ - jul 2010;point;[u'-43.18874419424225,-22.79274815030424,0'];
;;;;bar do jones;PCU  RJ - jul 2010;point;[u'-43.18897110842194,-22.79252398393339,0'];
;;;;deposito de gás;PCU  RJ - jul 2010;point;[u'-43.18821349951556,-22.7930329140464,0'];
;;;;serraleria do diel;PCU  RJ - jul 2010;point;[u'-43.19095617255628,-22.79612861094828,0'];
;;;;padaria do Tiba;PCU  RJ - jul 2010;point;[u'-43.18843996894261,-22.79317260145344,0'];
;;;;loja de 1,99;PCU  RJ - jul 2010;point;[u'-43.18877666705969,-22.79269883941457,0'];
;;;;locadora do mareco;PCU  RJ - jul 2010;point;[u'-43.1886093367938,-22.79286912955694,0'];
;;;;penção da neide;PCU  RJ - jul 2010;point;[u'-43.18842689403233,-22.79301148870257,0'];
;;;;bar da dona zéfa;PCU  RJ - jul 2010;point;[u'-43.1884632942417,-22.79289795730507,0'];
;;;;joana custureira comunitarea;PCU  RJ - jul 2010;point;[u'-43.18856343340614,-22.7928400986439,0'];
;;;;material de construção;PCU  RJ - jul 2010;point;[u'-43.18768981851058,-22.7934310792036,0'];
;;;;quiosque da quadra;PCU  RJ - jul 2010;point;[u'-43.18812843288315,-22.79347764082456,0'];
;;;;oficina comunitarea do gentil;PCU  RJ - jul 2010;point;[u'-43.18845563981339,-22.7929556199019,0'];
;;;;padaria do cici;PCU  RJ - jul 2010;point;[u'-43.18809111697256,-22.7939274864181,0'];
;;;;oficina mecanica;PCU  RJ - jul 2010;point;[u'-43.18750506570391,-22.79362751202852,0'];
;;;;lanchonete da neide;PCU  RJ - jul 2010;point;[u'-43.1882935845895,-22.79355451058292,0'];
;;;;peixaria da praia da rosa;PCU  RJ - jul 2010;point;[u'-43.18882803344246,-22.79393381112407,0'];
;;;;vera custureiravera custureira;PCU  RJ - jul 2010;point;[u'-43.18908687946099,-22.79305898307325,0'];
;;;;bar do paulo;PCU  RJ - jul 2010;point;[u'-43.18903926967845,-22.79346317124563,0'];
;;;;lanchonete da elena;PCU  RJ - jul 2010;point;[u'-43.18930643496124,-22.7927520789112,0'];
;;;;bar da mara;PCU  RJ - jul 2010;point;[u'-43.1881147525454,-22.79384182626074,0'];
;;;;atelie da miste;PCU  RJ - jul 2010;point;[u'-43.18861317029975,-22.79575678972222,0'];
;;;;farmacia do luciano;PCU  RJ - jul 2010;point;[u'-43.18855232497902,-22.7955563297933,0'];
;;;;loja de roupas;PCU  RJ - jul 2010;point;[u'-43.18851039575857,-22.79551438219259,0'];
;;;;salom da lora;PCU  RJ - jul 2010;point;[u'-43.18814119360442,-22.79380726915461,0'];
;;;;penha custureira;PCU  RJ - jul 2010;point;[u'-43.18909406073536,-22.79280310456089,0'];
;;;;salom da susy;PCU  RJ - jul 2010;point;[u'-43.18843037006238,-22.79449142235083,0'];
;;;;material de construção;PCU  RJ - jul 2010;point;[u'-43.18872188138358,-22.79691509282151,0'];
;;;GAL Mobilização;;PCU  RJ - jul 2010;point;[u'-43.2380029475935,-22.89126635024673,0'];
;;;Creche Mun. Ataulfo Alves;Atende 67 crianças de 2 a 4 anos,situada Rua Primeira;PCU  RJ - jul 2010;point;[u'-43.23012576920694,-22.88980148265105,0'];
;;;E.M. João de Camargo;Única escola pública de 1ª a 4ª série que atende as crianças da comunidade.;PCU  RJ - jul 2010;point;[u'-43.22950615737035,-22.88992902357333,0'];
;;;Colégio XIV Novembro;Colégio Particular. Opção para as crianças que podem pagar quando não tem vaga no público. Do Jardim ao Ensino Médio;PCU  RJ - jul 2010;point;[u'-43.22762155880254,-22.88895472470598,0'];
;;;Mov. de Mulheres;ONG- trabalho com prevenção de DST, HIV E TUBECULOSE: trabalho com crianças e adolescentes  na area de  arte cultura, artesanatos e atividades esportivas e dede lazer , alfabetização para jovens e adultos.;PCU  RJ - jul 2010;point;[u'-43.23777176044426,-22.89178425751743,0'];
;;;Fund. Leão XIII;Fornece isenção de  taxas de diversos documentos;PCU  RJ - jul 2010;point;[u'-43.22951545194049,-22.88989162159076,0'];
;;;Ass. Mor. Bar. do Vasco;AMBV Associação de Moradores da Barreira do Vasco -promove eventos festivos de confraternização, ações sociais, atividades esportivas e recreativas com crianças, cursos diversos, oficina de costura e artesanato, Ambulatório Médico.;PCU  RJ - jul 2010;point;[u'-43.22960071104102,-22.88959154416752,0'];
;;;AMBV- CURSOS;Outro prédio da AMBV, onde realiza-se cursos de teatro, alfabetização de idosos, P.E.T.I., capacitação para o trabalho, aulas de desenho, idiomas.;PCU  RJ - jul 2010;point;[u'-43.22971768737124,-22.88989781213013,0'];
;;;SINDALERJ;Sede social do Sindicato dos Servidores da Alerj. Aqui funciona o Projeto ComUnidade, que atende 60 crianças e 40 adultos  da Barreira do Vasco e comunidades vizinhas.;PCU  RJ - jul 2010;point;[u'-43.23142316323779,-22.88858086745035,0'];
;;;;"PPC Posto de Policiamento Comunitario Barreira do Vasco
O posto policial contribui com a ordem pública da comunidade e arredores e controle do trânsito.";PCU  RJ - jul 2010;point;[u'-43.2296434895232,-22.89001414509444,0'];
;;;;LAN HOUSE;PCU  RJ - jul 2010;point;[u'-43.22976668175289,-22.88949753179992,0'];
;;;;"Campo da Radio
local de atividades esportivas e de lazer";PCU  RJ - jul 2010;point;[u'-43.23823669890766,-22.89105723644077,0'];
;;;;"Quadra
Único ponto de lazer para as crianças e idosos. Onde acontecem os eventos sociais,  esportivos e  festivos da associação de moradores.";PCU  RJ - jul 2010;point;[u'-43.22947767161549,-22.88976666666667,0'];
;;;;Quadra do Bloco Carnavalesco União de São Cristovão;PCU  RJ - jul 2010;point;[u'-43.23031684448458,-22.88982216678572,0'];
;;;;"Empresa de Transporte
Macaense transporte intermunicipal e estadual";PCU  RJ - jul 2010;point;[u'-43.23765137341835,-22.89149078957297,0'];
;;;;"FERRO VELHO
local onde se recebe materiais para reciclagem ( vende e compra )";PCU  RJ - jul 2010;point;[u'-43.23782364489235,-22.89165862581909,0'];
;;;;"Capela Nossa Senhora dos Pobres
Promove cursos de evangelização, judô e outros eventos festivos e religiosos. Pertence à Paróquia de Santo André.";PCU  RJ - jul 2010;point;[u'-43.22966586660026,-22.88975392184896,0'];
;;;;"Caçamba de Lixo
Grande concentração de lixo para uso de moradores da favela. Aqui mora uma figura lendária de nome Severo e sua esposa.";PCU  RJ - jul 2010;point;[u'-43.2298677771045,-22.89001910165205,0'];
;;;;"Padaria do Jonis
Local de encontro para o cafezinho e pão quentinho toda hora. Colabora com os eventos da comunidade.";PCU  RJ - jul 2010;point;[u'-43.22940743666346,-22.88951661843372,0'];
;;;;"Bar do Arnaldo
Oferece comida nordestina .";PCU  RJ - jul 2010;point;[u'-43.2295018891444,-22.88952440092908,0'];
;;;;"Bar do Wanderley
Promove Pagodo e Samba, festa de aniversário.";PCU  RJ - jul 2010;point;[u'-43.22970843067142,-22.88940121247439,0'];
;;;;"Mercadinho do Jamil
Venda de produtos alimentícios e de limpeza.";PCU  RJ - jul 2010;point;[u'-43.22961320664224,-22.88936444706831,0'];
;;;;"Sorveteria
Sorvetes caseiros";PCU  RJ - jul 2010;point;[u'-43.22933074531866,-22.88949189825157,0'];
;;;;"Bloco PI - kA MOLE
Bloco de carnaval tradicional na comunidade. Seu desfile mobiliza familias inteiras da comunidade com grande alegria e entusiasmo.";PCU  RJ - jul 2010;point;[u'-43.22973533867181,-22.88945574707982,0'];
;;;;"Bazar Amarelinho
Venda de material escolar,costura, utensilios domésticos, bijuterias e maquiagens";PCU  RJ - jul 2010;point;[u'-43.2295239812467,-22.88941494259019,0'];
;;;;Salão de cabelereiro;PCU  RJ - jul 2010;point;[u'-43.22945999851643,-22.88945471011416,0'];
;;;;"Farmacia
Esta rua é conhecida como Rua da Farmácia";PCU  RJ - jul 2010;point;[u'-43.22923226456236,-22.88955511897758,0'];
;;;;"Vasquinho
Local de festa de aniversário, forró e outras...";PCU  RJ - jul 2010;point;[u'-43.22949090256662,-22.89014946193666,0'];
;;;;"Beco Eunice Rodrigues
Aqui mora Dona Eunice a mais antiga rezadeira da comunidade solicitada ate mesmo por moradores da Zona Sul da cidade.";PCU  RJ - jul 2010;point;[u'-43.23015834656046,-22.88861348641446,0'];
;;;;"Rheem Metalúrgica
Prédio abandonado em escombros.";PCU  RJ - jul 2010;point;[u'-43.23073340235005,-22.88783007633159,0'];
;;;;"H.STRATTNER
Laboratório farmacêutico,grande colaborador da comunidade.";PCU  RJ - jul 2010;point;[u'-43.23198017329193,-22.88908179300101,0'];
;;;Area GAL mobilização - Pq. Horácio;travessa d;PCU  RJ - jul 2010;polys;[u'-43.23853382664564,-22.8913835893847,0', u'-43.23850165663373,-22.89148943717029,0', u'-43.23810690721421,-22.89195704718382,0', u'-43.2380239237966,-22.89207999508296,0', u'-43.23787904258255,-22.89197159727105,0', u'-43.23782151454236,-22.89195114070973,0', u'-43.23783621308959,-22.89193428468249,0', u'-43.23764063062523,-22.89175184033683,0', u'-43.23802191583476,-22.8913488820816,0', u'-43.23809680723713,-22.8913083642613,0', u'-43.23848024122104,-22.89109691407269,0', u'-43.23853382664564,-22.8913835893847,0'];
;;;Barreira do Vasco;;PCU  RJ - jul 2010;point;[u'-43.2291984216498,-22.88765498234618,0'];
;;;Pq. Horácio;;PCU  RJ - jul 2010;point;[u'-43.23921773843331,-22.89245201563976,0'];
;;;GAL Mosaico;"Morro dos Prazeres.

 Morro dos Prazeres, muito conhecido pela sua bela vista e também por  está localizado  em um dos mais belo bairro da cidade do Rio de Janeiro
(Santa-Teresa). Está comunidade é composta por pessoas de varios estados do Brasil em especila do Nosdeste, Tem varias atividade algumas areas de lazer, uma linda casa cultura- Casarão dos prazeres uma associção atuante variso grupos que trabalha para melhora a qualidade de vida de todos que desfruta desta comunidade.
 fala-se os moradores mais antigos  que o nome PREZERES  foi dado a comunidade por causa de uma capela que tinha na entrada principal do morro , cuja  a santa era chamada Prazeres , já outros dizem  que é por causa da sua vista paras os quatros lados da cidade do Rio de Janeiro .";PCU  RJ - jul 2010;point;[u'-43.20482740051378,-22.93237427096317,0'];
;;;E.E. Monteiro de Carvalho;Atende adolescente e jovens do ensino médio .;PCU  RJ - jul 2010;point;[u'-43.19935523105631,-22.93437420439513,0'];
;;;E.M. Celestino da Silva;;PCU  RJ - jul 2010;point;[u'-43.18222534260103,-22.91212496892673,0'];
;;;E.M. Julia L. Almeida;"EM Julia Lopes Almeida:
Escola mais proxima da comunidade que atende crianças do primeiro au segundo ciclo .";PCU  RJ - jul 2010;point;[u'-43.20368619073291,-22.93621046583737,0'];
;;;E.M. Guetemala;Atende crianças do primeiro au segundo ciclo .;PCU  RJ - jul 2010;point;[u'-43.18809902185381,-22.91795254387432,0'];
;;;E.M. Orlando Villas Bôas;Atende criança e adolescente da 3º séria do segundo ciclo  a 9º a série;PCU  RJ - jul 2010;point;[u'-43.18611780849675,-22.91687008196224,0'];
;;;Creche José M.de Oliveira;Creche José Marim de Oliveira: atende crianças de três meses a quatro anos de idade .;PCU  RJ - jul 2010;point;[u'-43.20344366900311,-22.93461265126193,0'];
;;;PS Ernani Agrícola;É o único posto de saúde do bairro de Santa Teresa que atende diversas aréas e todas as idades .;PCU  RJ - jul 2010;point;[u'-43.189151485687,-22.92129371883864,0'];
;;;Instituto Pólem;Trabalha com informática é audio visual .;PCU  RJ - jul 2010;point;[u'-43.20355538974398,-22.93275814175427,0'];
;;;Associação dos Prazeres/Grupo PROA;"Ass. Prazeres: Trabalha em prol da melhoria da comunidade morros dos Prazeres .
GRUPO PROA: Nucle de prevenção das DST/HIV-Aids e promoção de saúde do morro dos Prazeres .";PCU  RJ - jul 2010;point;[u'-43.20299014226419,-22.93231862232483,0'];
;;;Casarão dos Prazeres;Aréa de Educação e Recreação para toda família .;PCU  RJ - jul 2010;point;[u'-43.20358118578369,-22.93539714836942,0'];
;;;CRAS-Arismania;Serviço de assistencia social da prefeitura do Rio de Janeiro que atende moradores do centro .;PCU  RJ - jul 2010;point;[u'-43.18734689528314,-22.90535055519159,0'];
;;;;"Campo do Japonês
Escola de pessoas orinentais .";PCU  RJ - jul 2010;point;[u'-43.19886777096173,-22.93162070157767,0'];
;;;Centro Comunitário dos Prazeres;Quadra esportiva .;PCU  RJ - jul 2010;point;[u'-43.20306190184986,-22.93405460287409,0'];
