importar?;polígono?;Comunidade;name;description;folder;type;geometry
não;;cidade-de-deus;área atuação ACOPROVI;;Cidade de Deus - Mapa PCU;polys;[u'-43.36309032235108,-22.9459452952938,0', u'-43.36327236647619,-22.94609431254929,0', u'-43.36339372900022,-22.94622470243172,0', u'-43.36349486366643,-22.94637371933085,0', u'-43.36359599707269,-22.94661587222534,0', u'-43.36369713261249,-22.94674626108768,0', u'-43.36391963468843,-22.94685802071838,0', u'-43.36402077080096,-22.94700703627579,0', u'-43.36408145136996,-22.94717467911769,0', u'-43.36418258726167,-22.94736094775188,0', u'-43.36424326835586,-22.94752859018904,0', u'-43.36440508889076,-22.94767760295036,0', u'-43.3645062262277,-22.94786387063317,0', u'-43.36456690759527,-22.94810601945201,0', u'-43.36474895724645,-22.94831091175803,0', u'-43.3647691840623,-22.94847855300834,0', u'-43.36485009531619,-22.94866481975942,0', u'-43.3649107784516,-22.94886971344644,0', u'-43.364890549844,-22.94911186176353,0', u'-43.36478940896389,-22.94935401077851,0', u'-43.36470849680255,-22.94957753207667,0', u'-43.36460735629521,-22.94976379995665,0', u'-43.3645264441738,-22.94998732034109,0', u'-43.36446576023425,-22.95022946688772,0', u'-43.36440507627025,-22.95039710668164,0', u'-43.3642432520074,-22.95056474686153,0', u'-43.36416234018211,-22.95076963945576,0', u'-43.36414211275371,-22.95097453170787,0', u'-43.36400051658865,-22.95116079750421,0', u'-43.36389937637311,-22.95130980993861,0', u'-43.36387914909281,-22.95153332858299,0', u'-43.36373755249853,-22.95162646107914,0', u'-43.3635150433925,-22.95158920733342,0', u'-43.36331276285606,-22.951589206501,0', u'-43.36311048262178,-22.95162645845768,0', u'-43.36292843046079,-22.95168233681775,0', u'-43.36246318646115,-22.95186859782303,0', u'-43.36226090697238,-22.95188722221145,0', u'-43.36203840002197,-22.95188721962638,0', u'-43.36159338274156,-22.95216661092727,0', u'-43.36153269871998,-22.95218523653135,0', u'-43.36139110106042,-22.95233424639186,0', u'-43.36118881863529,-22.95252050821084,0', u'-43.36100676458258,-22.95265089069601,0', u'-43.36076402501021,-22.95283715171836,0', u'-43.3606426553234,-22.95291165572564,0', u'-43.36048082759503,-22.95306066515504,0', u'-43.36017740382933,-22.95317241861372,0', u'-43.36003580620104,-22.9532096686582,0', u'-43.35979306500492,-22.95334004985989,0', u'-43.35963123875192,-22.9533772995121,0', u'-43.3593682727954,-22.95337729331978,0', u'-43.3591659917883,-22.95335866170505,0', u'-43.35892325430103,-22.95334002890457,0', u'-43.35866028762166,-22.9533400220438,0', u'-43.3584984598614,-22.95337727112027,0', u'-43.35825572246075,-22.95334001101239,0', u'-43.35821527382778,-22.953172369718,0', u'-43.35825574353882,-22.95289297106605,0', u'-43.35837712440039,-22.95263220207291,0', u'-43.35857942335337,-22.95220379728535,0', u'-43.3591458410264,-22.95123523650578,0', u'-43.35953019545496,-22.95035980420751,0', u'-43.35957065739892,-22.95013628787413,0', u'-43.35965158221352,-22.94963337518424,0', u'-43.35967181184035,-22.94955886974973,0', u'-43.35973250167031,-22.94929810007236,0', u'-43.35971228039345,-22.94907458096262,0', u'-43.35973251497115,-22.94881380952677,0', u'-43.35973252001858,-22.94862754340274,0', u'-43.35977298178538,-22.94836677131546,0', u'-43.35983366935483,-22.94816187929261,0', u'-43.36001572365446,-22.94784522918552,0', u'-43.36009663674656,-22.94769621703103,0', u'-43.36013709643877,-22.94749132276042,0', u'-43.36013710147041,-22.94728642693518,0', u'-43.36027869620577,-22.94713741460299,0', u'-43.36050120123537,-22.94693252252483,0', u'-43.36066302122486,-22.94685801750073,0', u'-43.36084506718689,-22.94683939384199,0', u'-43.36104734379621,-22.94667175334867,0', u'-43.36133052746907,-22.94659724844457,0', u'-43.36163393693752,-22.94659725132734,0', u'-43.36191712220282,-22.9464668630114,0', u'-43.3623014473668,-22.94620608226436,0', u'-43.36288805142632,-22.94577765022929,0', u'-43.36309032235108,-22.9459452952938,0']
não;;cidade-de-deus;GAL  ACOPROVI;Primera area de atuação do GAL  ACOPROVI;Cidade de Deus - Mapa PCU;point;[u'-43.36109805348831,-22.95178969383062,0']
não;;cidade-de-deus;E.M. Augusto Magine;;Cidade de Deus - Mapa PCU;point;[u'-43.3627026417016,-22.95109163570611,0']
O;sim;cidade-de-deus;C.E. Alphonsus Guimarães;;Cidade de Deus - Mapa PCU;point;[u'-43.35897387761506,-22.95074770915406,0']
O;sim;cidade-de-deus;E. M. Leila Barcellos;;Cidade de Deus - Mapa PCU;point;[u'-43.36198521306232,-22.95080889427307,0']
O;sim;cidade-de-deus;P.S. Hamilton;Atende a comunidade sem dialogo nenhum;Cidade de Deus - Mapa PCU;point;[u'-43.35921977205128,-22.950192860892,0']
não;;cidade-de-deus;DPO;DPO;Cidade de Deus - Mapa PCU;point;[u'-43.35946849642142,-22.94995604138089,0']
não;;cidade-de-deus;Patrulha policial;Patrulha policial<br>Carro da policia;Cidade de Deus - Mapa PCU;point;[u'-43.36245739455343,-22.94878627812804,0']
não;;cidade-de-deus;Cabine da Policia;Cabine da Policia<br>Ronda policial;Cidade de Deus - Mapa PCU;point;[u'-43.360394191986,-22.94753311768397,0']
não;;cidade-de-deus;Cabine Policial Linha Amarela;Cabine Policial Linha Amarela<br>Ronda Policial;Cidade de Deus - Mapa PCU;point;[u'-43.35754368516862,-22.95351385416599,0']
não;;cidade-de-deus;Ass. Semente da Vida;ASVI<br>Associação Semente da Vida, criada em 2002, trabalha com <br>crianças de 8 a 12 anos no horario diferente do escolar, tem<br>EIC-Escola de Informatica e Cidadania com pessoas de 12 anos<br>a o infinito onde se aprende informatica e conhecimento do bai<br>rro onde se mora. Projeto florescer onde mulheres aprendem<br>artesanato, pintura  , etc tem o projeto Cidadania nas Escolas<br>onde se trabalha com Psicologia Serviço Social e Orientação Se<br>xual para crianças e adultos junto a o CIEP Luiz Carlos Prestes.;Cidade de Deus - Mapa PCU;point;[u'-43.36356420682901,-22.94796882099969,0']
não;;cidade-de-deus;FIA;FIA<br>Fundação da Infancia e Adolecencia;Cidade de Deus - Mapa PCU;point;[u'-43.3607331596979,-22.94856461001585,0']
não;;cidade-de-deus;FIA 2;FIA 2<br>Fundação da Infancia e Adolecencia;Cidade de Deus - Mapa PCU;point;[u'-43.362790608886,-22.94878159203293,0']
não;;cidade-de-deus;Cufa;Cufa<br>Associação dos moradores onde funciona a cufa;Cidade de Deus - Mapa PCU;point;[u'-43.36386894466449,-22.94850704382458,0']
não;;cidade-de-deus;Agencia Cidade de Deus;Agencia Cidade de Deus<br>Onde existem varios cursos fornecidos a comunidade.;Cidade de Deus - Mapa PCU;point;[u'-43.35898135484045,-22.9509541023989,0']
não;;cidade-de-deus;Regional Adiministrativa;Regional Adiministrativa<br>Onde fica a sub prefeitura com seus serviços e a 7 CRE;Cidade de Deus - Mapa PCU;point;[u'-43.36048577753257,-22.94728519068696,0']
não;;cidade-de-deus;Correio;Correio<br>Posto dos Correios;Cidade de Deus - Mapa PCU;point;[u'-43.35790510291919,-22.95338181457791,0']
esclarecer;;cidade-de-deus;CEDAE;CEDAE;Cidade de Deus - Mapa PCU;point;[u'-43.36241310659325,-22.9519374279366,0']
não;;cidade-de-deus;COMLURB;COMLURB;Cidade de Deus - Mapa PCU;point;[u'-43.36247488859617,-22.95153760078154,0']
não;;cidade-de-deus;Terreno sem manutenção;Terreno sem manutenção;Cidade de Deus - Mapa PCU;point;[u'-43.35989601043614,-22.95277380498336,0']
não;;cidade-de-deus;Praça 5;Praça 5<br>Pequena e sem manutenção;Cidade de Deus - Mapa PCU;point;[u'-43.36036718891072,-22.95190117574279,0']
não;;cidade-de-deus;Praça sem nome;Praça sem nome<br>Terreno Arborizado sem manutenção;Cidade de Deus - Mapa PCU;point;[u'-43.35981025966687,-22.9505217419911,0']
não;;cidade-de-deus;Praça Ageu;Praça Ageu<br>Houve reforma sem manutenção, esta destruida<br>Tem quadra de grama sintetica toda esburacada;Cidade de Deus - Mapa PCU;point;[u'-43.3607763826483,-22.95088606676512,0']
não;;cidade-de-deus;Praça Quirino;Praça Quirino;Cidade de Deus - Mapa PCU;point;[u'-43.36240119127348,-22.95004971908914,0']
não;;cidade-de-deus;Praça Demétrio;Praça Demétrio<br>Abandonada pelo o Poder Publico;Cidade de Deus - Mapa PCU;point;[u'-43.36161467512735,-22.94893642059502,0']
não;;cidade-de-deus;Praça Adão;Praça Adão<br>Praça recentemente reformada mas, nao acabada a obra;Cidade de Deus - Mapa PCU;point;[u'-43.36119535807137,-22.94990822972864,0']
não;;cidade-de-deus;Campo de terra;Campo de terra<br>Campo de futebol de terra;Cidade de Deus - Mapa PCU;point;[u'-43.36358186964301,-22.94859917781886,0']
não;;cidade-de-deus;Quadra de cimento;Quadra de cimento<br>Quadra Poliesportiva de cimento;Cidade de Deus - Mapa PCU;point;[u'-43.36339551329309,-22.94824470645448,0']
não;;cidade-de-deus;Praça Cleopatra;Praça Cleopatra;Cidade de Deus - Mapa PCU;point;[u'-43.36227164098768,-22.94807732637637,0']
não;;cidade-de-deus;Praçã Jaco;Praçã Jaco<br>Terreno sem manutenção;Cidade de Deus - Mapa PCU;point;[u'-43.36278129337014,-22.9465782871815,0']
não  ;;cidade-de-deus;Clube Jacarepagua;Clube Jacarepagua<br>Clube onde tem os bailes e apresençoes de cantores e etc.;Cidade de Deus - Mapa PCU;point;[u'-43.35876174381221,-22.95058793174045,0']
não;;cidade-de-deus;Sacolão;Sacolão<br>Vende verduras, legumes ,frutas e etc;Cidade de Deus - Mapa PCU;point;[u'-43.36229021243616,-22.94906996802679,0']
não;;cidade-de-deus;Salao Unisex;Salao Unisex<br>Salão de Cabeleireiro para ambos os sexos;Cidade de Deus - Mapa PCU;point;[u'-43.36107119439763,-22.94786091329865,0']
não;;cidade-de-deus;Barbearia;Barbearia<br>Barbearia contruida no leito do Rio Grande;Cidade de Deus - Mapa PCU;point;[u'-43.36279972211632,-22.94714986648474,0']
não;;cidade-de-deus;Restalrante do Raul;Restalrante do Raul;Cidade de Deus - Mapa PCU;point;[u'-43.36187918118132,-22.94832480673802,0']
não;;cidade-de-deus;Padaria;Padaria<br>Paes, doces, salgados com bom preço .;Cidade de Deus - Mapa PCU;point;[u'-43.36230020009339,-22.94922599486366,0']
não;;cidade-de-deus;Sacolão 2;Sacolão 2<br>Vende frutas, legumes e verduras;Cidade de Deus - Mapa PCU;point;[u'-43.36208066017505,-22.94851066670048,0']
não;;cidade-de-deus;Loja de materias de construção;Loja de materias de construção<br>Vende area, pedra, tijolo e etc.;Cidade de Deus - Mapa PCU;point;[u'-43.3640488063143,-22.94782064287194,0']
não;;cidade-de-deus;Birosca;Birosca<br>Barzinho onde vende bebidas porem tambem vende balas,doc<br>es e etc;Cidade de Deus - Mapa PCU;point;[u'-43.36379711618906,-22.94794670991658,0']
não;;cidade-de-deus;Taxi;Taxi<br>Rua pricipal onde passa taxi atualmente;Cidade de Deus - Mapa PCU;point;[u'-43.36087644226204,-22.94714619043966,0']
não;;cidade-de-deus;Onibus;Onibus<br>Rua principal onde passa varias linhas de onibus:701, 690, 266, 268, 456, 600 e etc;Cidade de Deus - Mapa PCU;point;[u'-43.36003250303781,-22.94788057693569,0']
não;;cidade-de-deus;Posto de Combustivel;Posto de Combustivel<br>Posto em esquina de ruas grandes.;Cidade de Deus - Mapa PCU;point;[u'-43.36448323573084,-22.94509192002618,0']
não;;cidade-de-deus;Igreja Anglicana;Igreja Anglicana<br>Igreja Anglicana onde funciona a COOPERFORTE que participa<br>do GAL;Cidade de Deus - Mapa PCU;point;[u'-43.35901123799707,-22.95043214016681,0']
não;;cidade-de-deus;Igreja Catolica São jose;Igreja Catolica São jose<br>Igreja Catolica que sede o predio onde funciona a ASVI na rua <br>Israel;Cidade de Deus - Mapa PCU;point;[u'-43.36374895948804,-22.94821198844528,0']
não;;cidade-de-deus;Igreja Assembleia de Deus;Igreja Assembleia de Deus<br>Fica quase em frente a ASVI;Cidade de Deus - Mapa PCU;point;[u'-43.36336108253097,-22.94805500517727,0']
R;sim;morro-do-urubu;GAL Vivendo e aprendendo;Historico do Morro do Urubus<br>Morro do Urubus, esta localizado nos bairros de pilares, tomaz coelho,  piedade,abolição,engenho da rainha na zona norte, a origen do nome do morro do urubu, dizem que antigamente existia criação de cabra e cabritos, quando eles caiam de cima do morro viravan comda de urubus .;Cidade de Deus - Mapa PCU;point;[u'-43.30381902109914,-22.87650153616219,0']
O;sim;morro-do-urubu;C. E.l Maranhão;Antende todos as crianças e adultos das comunidade.;Cidade de Deus - Mapa PCU;point;[u'-43.29748754852212,-22.87392978916209,0']
O;sim;morro-do-urubu;E. M.l Suecia;Atende todas as crianças da comunidade e adultos a noite;Cidade de Deus - Mapa PCU;point;[u'-43.29921129503424,-22.87518940456345,0']
O;sim;morro-do-urubu;E. M.l Souza da Silveira;Rua Mara;Cidade de Deus - Mapa PCU;point;[u'-43.31514785960253,-22.88078141575419,0']
O;sim;morro-do-urubu;Escola Municipal;;Cidade de Deus - Mapa PCU;point;[u'-43.31498755937071,-22.87774298268193,0']
O;sim;morro-do-urubu;E. M.l Frei Leopoldo;;Cidade de Deus - Mapa PCU;point;[u'-43.31466479465885,-22.87435901030032,0']
O;sim;morro-do-urubu;E. M. Jaime Costa;;Cidade de Deus - Mapa PCU;point;[u'-43.31463924236913,-22.87412408470238,0']
O;sim;morro-do-urubu;E. M. França;;Cidade de Deus - Mapa PCU;point;[u'-43.31428032712067,-22.88011117825412,0']
O;sim;morro-do-urubu;Posto de Atendimento Medico;;Cidade de Deus - Mapa PCU;point;[u'-43.31263803958401,-22.87284215592511,0']
O;sim;morro-do-urubu;Pouso Comunitario;;Cidade de Deus - Mapa PCU;point;[u'-43.30226041021591,-22.87363782023389,0']
O;sim;morro-do-urubu;Instituto de Peso e Medida;;Cidade de Deus - Mapa PCU;point;[u'-43.31360739701194,-22.88059610722791,0']
O;sim;morro-do-urubu;Sanatorio;Instituição que abriga deficientes mental;Cidade de Deus - Mapa PCU;point;[u'-43.3062339748694,-22.88072260815106,0']
não;;morro-do-urubu;Clube dos Bancarios;Clube dos Bancarios<br><br>Condominios  do Bancarios;Cidade de Deus - Mapa PCU;point;[u'-43.31059426910546,-22.8734803662449,0']
R;sim;morro-do-urubu;Campo de Futebol;Campo de Futebol;Cidade de Deus - Mapa PCU;point;[u'-43.31167242023953,-22.87268477560271,0']
R;sim;morro-do-urubu;Praça;Praça;Cidade de Deus - Mapa PCU;point;[u'-43.30370170583925,-22.87527063403423,0']
não;;morro-do-urubu;Igreja Catolica;Igreja Catolica;Cidade de Deus - Mapa PCU;point;[u'-43.29980256692928,-22.87526295015276,0']
não;;morro-do-urubu;Igreja Catolica da Santa Cruz;Igreja Catolica da Santa Cruz;Cidade de Deus - Mapa PCU;point;[u'-43.30592334127444,-22.88051937319285,0']
R;sim;vila-sao-pedro;Transformando pelo Esporte;Vila São Pedro- É uma comunidade situada em Bonsucesso entre a Rua Uranos e a Av. dos Democáticos tem como referência a saída 7 da linha amarela,é uma comunidade onde não há muitos recursos ou projetos desenvolvidos para trazer benefícios aos jovens,crianças e idosos,pouca iluminação e caso de abandono por conta do governo e representates do mesmo, é uma comunidade amigável (passifica) onde não há muitos conflitos por parte do tráfico por ser uma favela pequena.<br>Somos carentes de locais para diversão tais como: Lonas culturais,Pracinhas,rádios comunitárias,locais seguros para momentos de lazer etc...<br><br>► IASESPE é uma instituição não governamental sem ajuda religiosa,filantrófica ou politico-partidária, onde por meio de palestras e projetos procura atender as necessidades mais próximas das pessoas que residem na Vila são Pedro e adjacências.Recentemente trqabalho com reforços escolar,trabalhos artesanais,projeto 2º tempo,palestras sobre TB HIV DST's e AIDS, distribuição de preservativos <br>O seu trabalho comunitário abrange a Vila São pedro,um pedaço da comunidade CAH e a comunidade de Manguinhos <br><br>►IASESPE-instituto de ação social Esporte e Educação<br>►Centros espíritas<br>►Grupo de mães<br>►Grupo teatral<br>►Grupo de jovens<br>►Igreja Pentecostal;Cidade de Deus - Mapa PCU;point;[u'-43.25505565649169,-22.87052388052904,0']
O;sim;vila-sao-pedro;Escola Nossa Senhora de Bonsucesso;Localizado em Bonsucesso a Escola Nossa Senhora do Bonsucesso, nos seus 71 anos de existência, é uma tradicional instituição de ensino da zona da Leopoldina.;Cidade de Deus - Mapa PCU;point;[u'-43.25767906129899,-22.86941247766479,0']
O;sim;vila-sao-pedro;Colégio Linear;;Cidade de Deus - Mapa PCU;point;[u'-43.25558591913781,-22.86972114076762,0']
O;sim;vila-sao-pedro;Jardim Escola Natureza Encantada;;Cidade de Deus - Mapa PCU;point;[u'-43.2558266251095,-22.86859808249154,0']
O;sim;vila-sao-pedro;E. M. D.João VI;;Cidade de Deus - Mapa PCU;point;[u'-43.2631512128171,-22.87305719360925,0']
O;sim;vila-sao-pedro;E. M. Orozimbo Nonato;;Cidade de Deus - Mapa PCU;point;[u'-43.26276742276011,-22.87295189439747,0']
O;sim;vila-sao-pedro;P. S. da  FIOCRUZ;é o local onde as famílias da comunidade se tratam onde há PSF atendimentos psicológicos acompanhamentos nutricionais etc...;Cidade de Deus - Mapa PCU;point;[u'-43.25009952425275,-22.87813442541383,0']
não;;vila-sao-pedro;21ª DP;21ª DP;Cidade de Deus - Mapa PCU;point;[u'-43.25816944444444,-22.87280555555556,0']
O;sim;vila-sao-pedro;Ass. Mor. da Vila São Pedro;;Cidade de Deus - Mapa PCU;point;[u'-43.25615930448488,-22.87152175162986,0']
esclarecer;;vila-sao-pedro;Ministério Mão no Arado;Ministério Mão no Arado;Cidade de Deus - Mapa PCU;point;[u'-43.25449781609676,-22.87114886618696,0']
R;sim;vila-sao-pedro;Lan House;Lan house do RUY<br>Locais de lazer para crianças e jovens e adultos que não tem onde acessar a internet e pelos jogos online;Cidade de Deus - Mapa PCU;point;[u'-43.25576080076064,-22.87130864555169,0']
R;sim;vila-sao-pedro;Pracinha da Vila São Pedro;Pracinha da Vila São Pedro<br>Pracinha onde há pouca luminosidade e grande descaso,mais os jobvens o usam pra se encontrar,conversar e por o papo em dia!;Cidade de Deus - Mapa PCU;point;[u'-43.25672002963846,-22.87132714361387,0']
R;sim;vila-sao-pedro;Pracinha da Vila São Pedro;Pracinha da Vila São Pedro;Cidade de Deus - Mapa PCU;point;[u'-43.25672002963846,-22.87132714361387,0']
R;sim;vila-sao-pedro;Quadra do Esperança;Quadra do Esperança;Cidade de Deus - Mapa PCU;point;[u'-43.2530065163642,-22.87646199649634,0']
R;sim;vila-sao-pedro;QUADRA CAH;QUADRA CAH;Cidade de Deus - Mapa PCU;point;[u'-43.25761802293015,-22.87198901900383,0']
R;sim;vila-sao-pedro;Quadra da Santa Mariana;Quadra da Santa Mariana;Cidade de Deus - Mapa PCU;point;[u'-43.25915065341862,-22.86949006159511,0']
O;sim;vila-sao-pedro;IASESPE;►Instituto de Ação Social Esporte e Educação;Cidade de Deus - Mapa PCU;point;[u'-43.2548649000696,-22.87091528558836,0']
R;sim;vila-sao-pedro;Praça do redondo;PRAÇA DO REDONDO;Cidade de Deus - Mapa PCU;point;[u'-43.25591127754034,-22.86951080824148,0']
R;;vila-sao-pedro;Moto táxi;Moto Táxi<br>Local onde jovens trabalham e tiram de lá seus sustentos.;Cidade de Deus - Mapa PCU;point;[u'-43.25414772225814,-22.87148955065718,0']
não;;vila-sao-pedro;Mercadinho;mercadinho do William;Cidade de Deus - Mapa PCU;point;[u'-43.25570532877941,-22.87021345294626,0']
não;;vila-sao-pedro;Padaria;padaria do PASTOR;Cidade de Deus - Mapa PCU;point;[u'-43.25490763706399,-22.87142394452034,0']
não;;vila-sao-pedro;L&L Lanches;L & L Lanches ( dona Luiza)<br>LOCAIS ONDE OS JOVENS VÃO PARA COMPRAR LANCHES E CONVERSAR;Cidade de Deus - Mapa PCU;point;[u'-43.2543087687924,-22.87133456278035,0']
não;;vila-sao-pedro;Dom pizza;Dom pizza<br>PIZZARIA;Cidade de Deus - Mapa PCU;point;[u'-43.25550140273751,-22.87077831353173,0']
não;;vila-sao-pedro;Bob's Trailer;Bob's TRAILLER;Cidade de Deus - Mapa PCU;point;[u'-43.25815424406339,-22.87197698023204,0']
não;;vila-sao-pedro;Lanchonete;LANCHONETE DO ZÉ<br>Locais onde os jovens costumam comer salgado pelo preço baixo;Cidade de Deus - Mapa PCU;point;[u'-43.25542688601303,-22.87129664049095,0']
não;;vila-sao-pedro;Oficina Tonicar Pintura;Oficina Tonicar Pintura;Cidade de Deus - Mapa PCU;point;[u'-43.25526373313902,-22.87015492648572,0']
não;;vila-sao-pedro;Mecânica;Mecânica do Sandro<br>LOCAIS ONDE JOVENS QUE TEM MOTOS E CARROS VÃO PARA CONSERTAR SEUS VEÍCULOS,POIS SÃO ATENDIDOS POR JOVENS COMO ELES E PELA AMIZADE;Cidade de Deus - Mapa PCU;point;[u'-43.25255282277377,-22.87582760276288,0']
não;;vila-sao-pedro;Animais;Animais do MGH<br>Animais como porcos galinhas e cavalos ficam a céu aberto trazendo riscos e podendo trazer também doenças para as pessoas que residem em manguinhos e adjacencias.<br>entre esses animais estão mosquitos ratos entre outros;Cidade de Deus - Mapa PCU;point;[u'-43.25352397400157,-22.87562993056796,0']
não;;vila-sao-pedro;Nossa Senhora de Bonsucesso;Nossa Senhora de Bonsucesso;Cidade de Deus - Mapa PCU;point;[u'-43.25748765619922,-22.86968313132405,0']
não;;vila-sao-pedro;Igreja Universal;Igreja Universal;Cidade de Deus - Mapa PCU;point;[u'-43.25577385581929,-22.86802849083451,0']
não;;vila-sao-pedro;Maçonaria;Maçonaria;Cidade de Deus - Mapa PCU;point;[u'-43.25524687802595,-22.87101312441036,0']
não;;vila-sao-pedro;Estação de bonsucesso;Estação de bonsucesso;Cidade de Deus - Mapa PCU;point;[u'-43.25530941462992,-22.86787343884503,0']
não;;vila-sao-pedro;ponto de onibus;ponto de onibus;Cidade de Deus - Mapa PCU;point;[u'-43.25828784330352,-22.87067806635427,0']
não;;vila-sao-pedro;ponto de onibus;Ponto Final 917;Cidade de Deus - Mapa PCU;point;[u'-43.25602134911168,-22.86860282545932,0']
não;;vila-sao-pedro;ponto de onibus;Ponto Final 908;Cidade de Deus - Mapa PCU;point;[u'-43.25607041267034,-22.86810535626479,0']
não;;vila-sao-pedro;ponto de onibus;Ponto final 920;Cidade de Deus - Mapa PCU;point;[u'-43.25637770467495,-22.86783933681596,0']
não;;vila-sao-pedro;ponto de onibus;ponto final 728;Cidade de Deus - Mapa PCU;point;[u'-43.25661056583223,-22.86777207889728,0']
não;;vila-sao-pedro;ponto de onibus;ponto final 918;Cidade de Deus - Mapa PCU;point;[u'-43.256929615312,-22.86770269925802,0']
não;;vila-sao-pedro;Garagem;Garageml da linha 630,680 VIAÇÃO PENHA;Cidade de Deus - Mapa PCU;point;[u'-43.25719900901108,-22.86817323799328,0']
N;;vila-sao-pedro;Moradores de rua;moradores de rua;Cidade de Deus - Mapa PCU;point;[u'-43.25367584374678,-22.87228554374037,0']
N ;;vila-sao-pedro;Moradores de rua;Moradores de rua;Cidade de Deus - Mapa PCU;point;[u'-43.25705951910112,-22.871384405502,0']
N ;;vila-sao-pedro;Moradores de rua;moradores de rua;Cidade de Deus - Mapa PCU;point;[u'-43.25813552676584,-22.8732327450927,0']
O;sim;vila-sao-pedro;Abrigo Cristo Redentor;Local onde é acolhido jovens crianças e idosos,onde tem acompanhamentos psicológicos e atendimentos médicos.;Cidade de Deus - Mapa PCU;point;[u'-43.25578728989727,-22.87465395411794,0']
N;;vila-sao-pedro;Lixão  ;LiXÃO<br>Locais onde os moradores porquinhos deixam seus restos e a Comlurb só passa de vez em quanto;Cidade de Deus - Mapa PCU;point;[u'-43.25469481198552,-22.87040643037455,0']
N;;vila-sao-pedro;Lixão  ;LIXÃO<br>Locais onde os moradores porquinhos deixam seus restos e a Comlurb só passa de vez em quanto;Cidade de Deus - Mapa PCU;point;[u'-43.25315377686849,-22.87540833151557,0']
N;;vila-sao-pedro;Lixão  ;LIXÃO;Cidade de Deus - Mapa PCU;point;[u'-43.25590475037373,-22.87073649639163,0']
N;;vila-sao-pedro;Lixão  ;LIXÃO;Cidade de Deus - Mapa PCU;point;[u'-43.25540432718928,-22.86934117881194,0']
N;sim;vila-sao-pedro;Casa abandonada com lixo;CASA ABANDONADA COM LIXO;Cidade de Deus - Mapa PCU;point;[u'-43.25821654389755,-22.87017973405286,0']
R;sim;favela-nova-holanda;Gal Redes Rotas Maré;Digaí Mare<br>Observatório de Favelas <br>Creche Comunitaria Nova Holanda<br>Redes de Desenvolvimento da Maré<br>CRAS Nelson Mandela<br>RPE Rede de Protecao ao Educando<br>Instituto Vida Real;Cidade de Deus - Mapa PCU;point;[u'-43.24480580340347,-22.85436621644475,0']
O;sim;favela-nova-holanda;E. E. Prof. Cesar Perneta;Escola Estudal com Ensino Fundamental e Medio funcionando em três turnos - manha, tarde e noite;Cidade de Deus - Mapa PCU;point;[u'-43.24194141280724,-22.84871007723186,0']
O;sim;favela-nova-holanda;Creche Com. Nova Holanda;Entidade comunitária integrante do GAL Redes Rotas, atua no desenvolvimento de ações de promoção e garantia de direitos para crianças;Cidade de Deus - Mapa PCU;point;[u'-43.24193431258511,-22.85435909831777,0']
O;sim;favela-nova-holanda;E. M. Nova Holanda;Escola que oferece ensino do 1º segmento do ensino fundamental;Cidade de Deus - Mapa PCU;point;[u'-43.24268085392576,-22.85454114100214,0']
O;sim;favela-nova-holanda;CIEP Hélio Smidt;Escola municipal com ensino fundamental em horário diurno;Cidade de Deus - Mapa PCU;point;[u'-43.24028798988314,-22.85256766711346,0']
O;sim;favela-nova-holanda;Creche Com. Sagrado Coração de Maria;Instituição comunitária que desenvolve educação infantil;Cidade de Deus - Mapa PCU;point;[u'-43.24326654892091,-22.85769281279502,0']
O;sim;favela-nova-holanda;CIEP Samora Machel;Escola Municipal de Ensino Fundamental;Cidade de Deus - Mapa PCU;point;[u'-43.24125914537857,-22.85780306653219,0']
O;sim;favela-nova-holanda;CIEP Elis Regina;Escola Municipal de Ensino Fundamental com turno diurno;Cidade de Deus - Mapa PCU;point;[u'-43.24054232693627,-22.85791962556761,0']
O;sim;favela-nova-holanda;P. S. Nova Holanda;Atendimento Básico de Saúde;Cidade de Deus - Mapa PCU;point;[u'-43.24063883664966,-22.85512337480229,0']
O;sim;favela-nova-holanda;P. S. Hélio Smidt;Posto de atenção básica dentro da Escola Municipal de mesmo nome;Cidade de Deus - Mapa PCU;point;[u'-43.24063945872509,-22.85261514116828,0']
O;sim;favela-nova-holanda;P. S. Samora Machel;Posto de Atenção Básica;Cidade de Deus - Mapa PCU;point;[u'-43.24133854512395,-22.85756957706053,0']
O;sim;favela-nova-holanda;P. S. Elias Regina;Posto de Atenção Básica;Cidade de Deus - Mapa PCU;point;[u'-43.24098730980185,-22.85807946138785,0']
não;;favela-nova-holanda;22º Batalhão de Polícia;22º Batalhão de Policia<br>Corporação responsável direta pela segurança da população da Maré , e das vias expressas Linha Vermelha e Amarela e Avenida Brasil e adjacencias;Cidade de Deus - Mapa PCU;point;[u'-43.24011900956091,-22.85364236627488,0']
O;sim;favela-nova-holanda;Redes de Desen. da Maré;Entidade integrante do GAL Redes Rotas que desenvolve projetos articulados numa pespectiva de efetivar mudanças estrturantes para o Bairro Maré. Suas ações se dão  em torno da proposta de Desenvolvimento Local e tem no seu bojo a educação, a comunicação, a cultura, o meio ambiente, trabalho e renda.;Cidade de Deus - Mapa PCU;point;[u'-43.24223053015501,-22.85432340939191,0']
O;sim;favela-nova-holanda;Luta pela Paz;Entidade do GAL Redes Rotas que desenvolve ações de esporte articuladas com a questão da educação;Cidade de Deus - Mapa PCU;point;[u'-43.24029916882164,-22.85472940163029,0']
